Well,slope,Status,Plate,Compound_id,lib_name,SMILES,Compound Name,SecName,slope_norm,Result
H4,0.05476190476190475,Sample,ex_plate2_run1,Compound_0461,example_library,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,ATP (Adenosine-Triphosphate),,0.45723013943858126,Sample
H5,0.04742857142857142,Sample,ex_plate2_run1,Compound_0462,example_library,CCC1CSC(Nc2ccc(Cl)c(Cl)c2)=N1,,,-0.11335231869090097,Sample
H6,0.05599999999999999,Sample,ex_plate2_run1,Compound_0463,example_library,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,Bacampicillin hydrochloride,,0.5535622427591433,Sample
H7,-9.523809523814205e-05,Sample,ex_plate2_run1,Compound_0464,example_library,O=C(Sc1c(Cl)cccc1Cl)N1CCOCC1,,,-3.811023053841706,Hit
H8,0.04938095238095236,Sample,ex_plate2_run1,Compound_0465,example_library,O=C(Nc1cccc2ccccc12)NC1Cc2ccccc2C1,,,0.038555998083830534,Sample
H9,0.016380952380952357,Sample,ex_plate2_run1,Compound_0466,example_library,COc1ccc(-c2nnn(Cc3cc(Cl)c4c(c3)OCCO4)n2)cc1OC,,,-2.5290650634988405,Hit
H10,0.05090476190476187,Sample,ex_plate2_run1,Compound_0467,example_library,Nc1c(C(=O)NN=Cc2ccc(OCc3ccccc3)cc2)cnn1-c1ccccc1,,,0.15711858678605964,Sample
H11,0.04904761904761905,Sample,ex_plate2_run1,Compound_0468,example_library,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,Cromolyn disodium salt,,0.012620431805219472,Sample
H12,0.05204761904761901,Sample,ex_plate2_run1,Compound_0469,example_library,O=C(SCc1c(Cl)cccc1Cl)c1ccc([N+](=O)[O-])o1,,,0.246040528312732,Sample
H13,0.02338095238095238,Sample,ex_plate2_run1,Compound_0470,example_library,Cc1ccc(C2NC(N)=Nc3nc4cc5c(cc4n32)OCCCO5)cc1,,,-1.9844181716479692,Sample
H14,0.048666666666666684,Sample,ex_plate2_run1,Compound_0471,example_library,COc1ccc(OC)c2nc3c(nc12)C(=O)c1ccccc1-3,,,-0.01702021537033672,Sample
H15,0.04399999999999998,Sample,ex_plate2_run1,Compound_0472,example_library,N#Cc1cccc(OCC(=O)Nc2ccccc2C(=O)c2ccccc2)c1,,,-0.3801181432709197,Sample
H16,0.058904761904761856,Sample,ex_plate2_run1,Compound_0473,example_library,N#Cc1nncn1Cc1csc(-c2ccsc2)n1,,,0.7795721774727667,Sample
H17,0.05838095238095235,Sample,ex_plate2_run1,Compound_0474,example_library,CC(C)c1ccc(NNC(N)=S)cc1,,,0.7388162876063767,Sample
H18,0.049476190476190465,Sample,ex_plate2_run1,Compound_0475,example_library,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,Chrysophanic acid (Chrysophanol),,0.0459661598777208,Sample
H19,0.05147619047619045,Sample,ex_plate2_run1,Compound_0476,example_library,Cc1ccc(NC(=O)CN(C)C(=O)COc2ccc3c(c2)OCO3)cc1,,,0.20157955754939688,Sample
H20,0.04733333333333328,Sample,ex_plate2_run1,Compound_0477,example_library,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CN1CCN(c2nccs2)CC1,,,-0.12076248048479339,Sample
H21,0.05666666666666663,Sample,ex_plate2_run1,Compound_0478,example_library,COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)C=CC(C)(C)O4,,DEGUELIN(-),0.6054333753163671,Sample
H22,0.04490476190476186,Sample,ex_plate2_run1,Compound_0479,example_library,O=C(O)CSCC(=O)Nc1cc(C(F)(F)F)ccc1Cl,,,-0.30972160622897243,Sample
H23,0.07223809523809524,Negative,ex_plate2_run1,,,,,,1.8169948286172843,Negative
I1,0.06323809523809523,Negative,ex_plate2_run1,,,,,,1.116734539094737,Negative
I3,0.04938095238095236,Sample,ex_plate2_run1,Compound_0480,example_library,O=C1C(=Cc2ccc(C(F)(F)F)cc2)CSc2sccc21,,,0.038555998083830534,Sample
I4,0.05133333333333332,Sample,ex_plate2_run1,Compound_0481,example_library,Clc1ccc2nc3c(c(-c4ccccc4)c2c1)CCCCCCCCCC3,,,0.19046431485856366,Sample
I5,0.047190476190476165,Sample,ex_plate2_run1,Compound_0482,example_library,O=C(OC1CCOC1=O)c1cccc(I)c1,,,-0.13187772317562554,Sample
I6,0.0407142857142857,Sample,ex_plate2_run1,Compound_0483,example_library,CS(=O)(=O)c1[nH]c(-c2ccccc2)nc1S(=O)(=O)c1ccc2ccccc2c1,,,-0.6357687251601024,Sample
I7,0.050857142857142844,Sample,ex_plate2_run1,Compound_0484,example_library,c1cncc(-c2nc(NCC(c3cccs3)N3CCOCC3)c3ccccc3n2)c1,,,0.15341350588911665,Sample
I8,0.05319047619047618,Sample,ex_plate2_run1,Compound_0485,example_library,O=C(Nc1cccnc1-n1cccn1)c1cccc(NC(=O)C2CCCO2)c1,,,0.33496246983940653,Sample
I9,0.04704761904761905,Sample,ex_plate2_run1,Compound_0486,example_library,Cc1ccc(C)c(CSCc2nc(N)nc(N(C)C)n2)c1,,,-0.14299296586645716,Sample
I10,0.04742857142857145,Sample,ex_plate2_run1,Compound_0487,example_library,N#CCc1ccc(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,,,-0.11335231869089826,Sample
I11,0.04209523809523809,Sample,ex_plate2_run1,Compound_0488,example_library,CCOC(=O)c1nc(C)nc(Sc2ccc(Cl)cc2)c1C,,,-0.528321379148706,Sample
I12,0.048857142857142814,Sample,ex_plate2_run1,Compound_0489,example_library,O=C(NCc1ccco1)c1ccc(Oc2cc(Cl)cc(Cl)c2)o1,,,-0.0021998917825626733,Sample
I13,0.04009523809523808,Sample,ex_plate2_run1,Compound_0490,example_library,CSc1ccc(CSCC(=O)NCc2ccc(F)cc2)cc1,,,-0.6839347768203837,Sample
I14,0.04938095238095245,Sample,ex_plate2_run1,Compound_0491,example_library,CC1c2ccsc2CCN1CN1C(=O)C(=O)N(C)C1=O,,,0.038555998083837556,Sample
I15,0.04914285714285711,Sample,ex_plate2_run1,Compound_0492,example_library,Cn1cnnc1SCC(=O)NC12CC3CC(CC(C3)C1)C2,,,0.020030593599106496,Sample
I16,0.05761904761904757,Sample,ex_plate2_run1,Compound_0493,example_library,O=C(NNc1c(Cl)cccc1Cl)c1ccc([N+](=O)[O-])o1,,,0.67953499325526,Sample
I17,0.07390476190476185,Sample,ex_plate2_run1,Compound_0494,example_library,CCCc1noc(CS(=O)(=O)C(C)C(=O)NC(C)(C)C)n1,,,1.946672660010344,Sample
I18,0.06185714285714282,Sample,ex_plate2_run1,Compound_0495,example_library,O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O,Indirubin,,1.0092871930833385,Sample
I19,0.051619047619047606,Sample,ex_plate2_run1,Compound_0496,example_library,CC1CCN(C(=O)C2=NN(C3CCS(=O)(=O)C3)C(=O)CC2)c2ccccc2S1,,,0.21269480024023174,Sample
I20,0.07509523809523792,Sample,ex_plate2_run1,Compound_0497,example_library,COC(=O)c1ccc(CSc2nc3sc(C)c(C)c3c(=O)n2C)o1,,,2.039299682433952,Sample
I21,0.05380952380952381,Sample,ex_plate2_run1,Compound_0498,example_library,O=C(NCC1COc2ccccc2O1)C12CC3CC(CC(O)(C3)C1)C2,,,0.38312852149968835,Sample
I22,0.0499047619047619,Sample,ex_plate2_run1,Compound_0499,example_library,COc1ccccc1OCCNC(=O)C1(c2ccc(F)cc2)CCCC1,,,0.07931188795022374,Sample
I23,0.05709523809523811,Negative,ex_plate2_run1,,,,,,0.6387791033888733,Negative
J1,0.07514285714285715,Negative,ex_plate2_run1,,,,,,2.0430047633309107,Negative
J3,0.04104761904761903,Sample,ex_plate2_run1,Compound_0500,example_library,CCOC(=O)c1ccc(NC(=O)CSCC(=O)O)cc1,,,-0.6098331588814903,Sample
J4,0.06423809523809522,Sample,ex_plate2_run1,Compound_0501,example_library,CCCCCCCCCCCC(=N)OC,,,1.1945412379305744,Sample
J5,0.045619047619047566,Sample,ex_plate2_run1,Compound_0502,example_library,Cc1c(C#N)c(N)n(CCN2CCNCC2)c1C,,,-0.25414539277480247,Sample
J6,0.06147619047619046,Sample,ex_plate2_run1,Compound_0503,example_library,COC(=O)c1cnc(NNC(=O)c2ccc([N+](=O)[O-])cc2)nc1C(F)(F)F,,,0.9796465459077828,Sample
J7,0.055761904761904735,Sample,ex_plate2_run1,Compound_0504,example_library,O=C(N=C1NCCCN1)c1c(Cl)cccc1Cl,,,0.5350368382744188,Sample
J8,0.061523809523809495,Sample,ex_plate2_run1,Compound_0505,example_library,Cc1nn(C)c(C(=O)Nc2ccccc2)c1[N+](=O)[O-],,,0.9833516268047263,Sample
J9,0.06323809523809519,Sample,ex_plate2_run1,Compound_0506,example_library,CSc1nsc(SC)c1C(=O)NC(=O)N1CCSCC1,,,1.1167345390947336,Sample
J10,0.05876190476190472,Sample,ex_plate2_run1,Compound_0507,example_library,O=C1OC(c2ccc(OC(F)F)cc2)=NC1=Cc1ccc(-n2cncn2)cc1,,,0.7684569347819329,Sample
J11,0.06380952380952379,Sample,ex_plate2_run1,Compound_0508,example_library,CCN(C(=O)C(C)N(C)Cc1cccc(Cl)c1Cl)C1CCS(=O)(=O)C1,,,1.1611955098580722,Sample
J12,0.04957142857142853,Sample,ex_plate2_run1,Compound_0509,example_library,COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,Aliskiren Hemifumarate,,0.05337632167160782,Sample
J13,0.05380952380952379,Sample,ex_plate2_run1,Compound_0510,example_library,O=C(NC1CC1)C(Sc1nc2sccc2c(=O)[nH]1)c1ccccc1,,,0.3831285214996873,Sample
J14,0.04823809523809522,Sample,ex_plate2_run1,Compound_0511,example_library,COc1ccc2c(c1)CCC1=C2NC(=S)NC1c1cccc(Br)c1,,,-0.05036594344284183,Sample
J15,0.061619047619047615,Sample,ex_plate2_run1,Compound_0512,example_library,Fc1ccc(-c2noc(CN3CCc4ccccc43)n2)cc1,,,0.9907617885986176,Sample
J16,0.006857142857142855,Sample,ex_plate2_run1,Compound_0513,example_library,CCOc1ccc2nc(SC(C)C(=O)N3C(C)CCCC3C)[nH]c2c1,,,-3.2700812428877772,Hit
J17,0.05357142857142859,Sample,ex_plate2_run1,Compound_0514,example_library,C=CCN1C(=O)C(=O)N(CC(=O)c2cc(C)n(CCc3cccs3)c2C)C1=O,,,0.3646031170149665,Sample
J18,0.06080952380952378,Sample,ex_plate2_run1,Compound_0515,example_library,Cc1ccc(I)c(C)c1[N+](=O)[O-],,,0.9277754133505558,Sample
J19,0.05509523809523806,Sample,ex_plate2_run1,Compound_0516,example_library,Cc1nn(-c2ccccc2)c(C)c1C(=O)C(=O)NCCCOCC1CC1,,,0.48316570571719236,Sample
J20,0.051904761904761905,Sample,ex_plate2_run1,Compound_0517,example_library,COc1cc(S(=O)(=O)N(C)C)c(OC)cc1Cl,,,0.23492528562190093,Sample
J21,-0.0035238095238095315,Sample,ex_plate2_run1,Compound_0518,example_library,Cc1ccc(CN(CCc2ccccc2)Cn2nc(CCC(N)=O)n(C3CC3)c2=S)s1,,,-4.07778887842172,Hit
J22,0.05523809523809517,Sample,ex_plate2_run1,Compound_0519,example_library,COc1ccc(S(=O)(=O)NC2CCCCCC2)cc1,,,0.49428094840802395,Sample
J23,0.0734285714285714,Negative,ex_plate2_run1,,,,,,1.909621851040899,Negative
K1,0.05190476190476189,Negative,ex_plate2_run1,,,,,,0.23492528562189985,Negative
K3,0.047142857142857174,Sample,ex_plate2_run1,Compound_0520,example_library,N#CC(=Cc1ccc(Cl)c(Cl)c1)C(=O)OCc1ccccc1,,,-0.13558280407256582,Sample
K4,0.060761904761904746,Sample,ex_plate2_run1,Compound_0521,example_library,Clc1ccc(SC2CN(C(c3ccccc3)c3ccccc3)C2)cc1,,,0.9240703324536123,Sample
K5,0.05480952380952381,Sample,ex_plate2_run1,Compound_0522,example_library,O=c1c2ccccc2nc(SCc2nnnn2C2CC2)n1Cc1ccccc1Cl,,,0.460935220335527,Sample
K6,0.04661904761904761,Sample,ex_plate2_run1,Compound_0523,example_library,Cc1cc(Cl)cc(C)c1OCC(=O)NC1CCCCC1,,,-0.17633869393896065,Sample
K7,0.05495238095238095,Sample,ex_plate2_run1,Compound_0524,example_library,O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,MEPRON,ATOVAQUONE,0.4720504630263607,Sample
K8,0.03423809523809529,Sample,ex_plate2_run1,Compound_0525,example_library,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,Bambuterol hydrochloride,,-1.1396597271445756,Sample
K9,0.04738095238095237,Sample,ex_plate2_run1,Compound_0526,example_library,Nc1nc(-c2cccs2)cc(C(F)(F)F)n1,,,-0.11705739958784556,Sample
K10,0.05619047619047623,Sample,ex_plate2_run1,Compound_0527,example_library,CCOC(=O)c1cnc(Nc2nc(C(C)(C)C)cs2)nc1C,,,0.5683825663469261,Sample
K11,0.05876190476190478,Sample,ex_plate2_run1,Compound_0528,example_library,O=C(CSc1nnc(O)n1-c1cccnc1)N1CCOCC1,,,0.7684569347819378,Sample
K12,0.05319047619047615,Sample,ex_plate2_run1,Compound_0529,example_library,O=c1c2cc(-c3ccccc3)sc2ncn1Cc1ccccc1Cl,,,0.33496246983940436,Sample
K13,0.053571428571428575,Sample,ex_plate2_run1,Compound_0530,example_library,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,SEROQUEL,QUETIAPINE,0.3646031170149654,Sample
K14,0.047428571428571424,Sample,ex_plate2_run1,Compound_0531,example_library,O=C(Cc1ccc(Br)cc1)Nc1ccsc1C(=O)O,,,-0.11335231869090043,Sample
K15,0.05566666666666664,Sample,ex_plate2_run1,Compound_0532,example_library,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Oc1ccc(-c2ncon2)cc1,,,0.5276266764805296,Sample
K16,0.05428571428571427,Sample,ex_plate2_run1,Compound_0533,example_library,O=C(Nc1cc(Cl)ccc1N1CCOCC1)c1cccc(OCc2cscn2)c1,,,0.4201793304691343,Sample
K17,0.04409523809523809,Sample,ex_plate2_run1,Compound_0534,example_library,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,VALTREX,VALACYCLOVIR HYDROCHLORIDE,-0.3727079814770289,Sample
K18,0.03876190476190477,Sample,ex_plate2_run1,Compound_0535,example_library,CCCCCCCCC(=O)N(CC(C)C(=Nc1ccccc1)Nc1ccccc1)c1ccccc1,,,-0.7876770419348335,Sample
K19,0.045952380952380974,Sample,ex_plate2_run1,Compound_0536,example_library,O=C(O)COCc1ccc(Br)cc1,,,-0.22820982649618385,Sample
K20,-0.01104761904761905,Sample,ex_plate2_run1,Compound_0537,example_library,CSc1ncccc1C(=O)OCC(=O)c1ccc2c(c1)OCCO2,,,-4.663191660138981,Hit
K21,0.04347619047619044,Sample,ex_plate2_run1,Compound_0538,example_library,O=C(O)C1(O)CC(O)C(O)C(O)C1,,QUINIC ACID,-0.42087403313731236,Sample
K22,0.02766666666666667,Sample,ex_plate2_run1,Compound_0539,example_library,CC1(C)C(=O)N(O)C(C)(C)C(=O)N1O,,,-1.6509608909229467,Sample
K23,0.058047619047619035,Negative,ex_plate2_run1,,,,,,0.7128807213277651,Negative
L1,0.06990476190476187,Negative,ex_plate2_run1,,,,,,1.6354458646669916,Negative
L3,0.020904761904761916,Sample,ex_plate2_run1,Compound_0540,example_library,O=S(=O)(NCCC1CC1(Cl)Cl)c1ccc(Cl)cc1,,,-2.1770823782890925,Hit
L4,0.0602857142857143,Sample,ex_plate2_run1,Compound_0541,example_library,Cc1cc2oc(=O)cc(CN3CC(C)OC(C)C3)c2cc1C,,,0.8870195234841675,Sample
L5,0.05966666666666666,Sample,ex_plate2_run1,Compound_0542,example_library,Cc1cccc(C)c1NC1=NCCCS1,ROMPUN,XYLAZINE,0.838853471823885,Sample
L6,0.05480952380952375,Sample,ex_plate2_run1,Compound_0543,example_library,COC(=O)CSCC1=CS(=O)(=O)c2ccc(Cl)cc21,,,0.46093522033552264,Sample
L7,-0.004714285714285713,Sample,ex_plate2_run1,Compound_0544,example_library,CCNC1=NN=C(c2ccc3c(c2)OCCCO3)CS1,,,-4.170415900845337,Hit
L8,0.06247619047619049,Sample,ex_plate2_run1,Compound_0545,example_library,O=C(CN1C(=O)NC2(CCCCCC2)C1=O)c1ccc[nH]1,,,1.0574532447436236,Sample
L9,0.0579047619047619,Sample,ex_plate2_run1,Compound_0546,example_library,Cc1ccc(S(C)(=O)=O)cc1NC(=O)c1sc(NC(=O)C(C)(C)C)cc1C,,,0.701765478636932,Sample
L10,0.054523809523809516,Sample,ex_plate2_run1,Compound_0547,example_library,Cc1ccc(CCC(=O)NCc2c(C)cc(C)[nH]c2=O)c(C)c1,,,0.4387047349538583,Sample
L11,0.05161904761904756,Sample,ex_plate2_run1,Compound_0548,example_library,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,DYNAPEN,DICLOXACILLIN SODIUM,0.21269480024022797,Sample
L12,0.06057142857142857,Sample,ex_plate2_run1,Compound_0549,example_library,Cc1cc(C(=O)CSc2nnc(-c3ccco3)o2)c(C)n1Cc1ccco1,,,0.9092500088658344,Sample
L13,0.06095238095238099,Sample,ex_plate2_run1,Compound_0550,example_library,COc1cc(C(=O)ON=Cc2ccccc2OC(F)(F)F)cc(OC)c1OC,,,0.938890656041395,Sample
L14,0.053238095238095216,Sample,ex_plate2_run1,Compound_0551,example_library,CCCOc1ccccc1C=NNC(=S)Nc1ccc(C)c(C)c1,,,0.3386675507363506,Sample
L15,0.06257142857142857,Sample,ex_plate2_run1,Compound_0552,example_library,Cc1cccc(C(=O)OCCOc2ccc(F)cc2)c1[N+](=O)[O-],,,1.0648634065375115,Sample
L16,0.05952380952380949,Sample,ex_plate2_run1,Compound_0553,example_library,N#CC1(NC(=O)COC(=O)c2csc3c2CCCC3)CCCCC1,,,0.8277382291330491,Sample
L17,0.01990476190476194,Sample,ex_plate2_run1,Compound_0554,example_library,COC(=O)CSC(=S)N(C)C,,,-2.254889077124929,Hit
L18,0.06333333333333332,Sample,ex_plate2_run1,Compound_0555,example_library,Brc1ccc(C2=CC(c3ccccc3)n3nnnc3N2)cc1,,,1.124144700888626,Sample
L19,0.04771428571428566,Sample,ex_plate2_run1,Compound_0556,example_library,Cc1cc(O)nn(-c2ccccc2)c1=O,,,-0.09112183330923612,Sample
L20,0.055000000000000014,Sample,ex_plate2_run1,Compound_0557,example_library,Cc1nn(Cc2nc(C(C)(C)C)no2)c(=O)c(C#N)c1C,,,0.47575554392330693,Sample
L21,0.05976190476190471,Sample,ex_plate2_run1,Compound_0558,example_library,NS(=O)(=O)c1sc(Br)cc1Br,,,0.846263633617771,Sample
L22,0.0539047619047619,Sample,ex_plate2_run1,Compound_0559,example_library,c1csc(-c2nnc(SCc3cscn3)n2C2CC2)c1,,,0.39053868329357755,Sample
L23,0.06538095238095235,Negative,ex_plate2_run1,,,,,,1.2834631794572458,Negative
M1,0.05752380952380953,Negative,ex_plate2_run1,,,,,,0.6721248314613751,Negative
M3,0.048809523809523817,Sample,ex_plate2_run1,Compound_0560,example_library,O=C(NCc1ccccc1)OCC(F)(F)F,,,-0.005904972679503486,Sample
M4,0.05095238095238094,Sample,ex_plate2_run1,Compound_0561,example_library,O=C(NCCCN1C(=O)NC2(CCCC2)C1=O)Nc1ccc2c(c1)OC(F)(F)O2,,,0.16082366768300638,Sample
M5,0.058380952380952374,Sample,ex_plate2_run1,Compound_0562,example_library,Cc1cccc(OCCCNC(=O)CNC(=O)c2ccc(Br)o2)c1,,,0.7388162876063784,Sample
M6,0.04171428571428565,Sample,ex_plate2_run1,Compound_0563,example_library,CCCCCC[n+]1ccccc1C=Cc1cccs1,,,-0.5579620263242682,Sample
M7,0.051428571428571344,Sample,ex_plate2_run1,Compound_0564,example_library,O=C(OCc1nc2ccccc2o1)c1cccc(N2C(=O)CCC2=O)c1,,,0.19787447665244745,Sample
M8,0.056476190476190465,Sample,ex_plate2_run1,Compound_0565,example_library,FC(F)(F)c1ccc2nnc(SCc3ccc4c(c3)OCCO4)n2c1,,,0.5906130517285904,Sample
M9,0.04361904761904761,Sample,ex_plate2_run1,Compound_0566,example_library,N#Cc1c(CSc2nncs2)cn2ccccc12,,,-0.40975879044647584,Sample
M10,0.04433333333333328,Sample,ex_plate2_run1,Compound_0567,example_library,O=S(=O)(NC1CCOc2ccccc21)C1=Cc2ccccc2CC1,,,-0.35418257699230915,Sample
M11,0.0412857142857143,Sample,ex_plate2_run1,Compound_0568,example_library,CC1CCC23CCC4(C)C5(C)CCC6C(C)(C)C(=O)CCC6(C)C5CCC4(OC2=O)C3C1C,,3-OXOURSAN(28-13)OLIDE,-0.5913077543967641,Sample
M12,0.05852380952380948,Sample,ex_plate2_run1,Compound_0569,example_library,Cn1ncc(C(=O)NCc2cccc(F)c2)c1-n1cccc1,,,0.7499315302972094,Sample
M13,0.04685714285714285,Sample,ex_plate2_run1,Compound_0570,example_library,O=[N+]([O-])c1ccc(Cn2ccnc2-c2ccc(C(F)(F)F)cc2)cc1,,,-0.15781328945423714,Sample
M14,0.056571428571428536,Sample,ex_plate2_run1,Compound_0571,example_library,COc1ccccc1C(CNC(=O)C(C)(C)Oc1ccc(Cl)cc1)N(C)C,,,0.5980232135224779,Sample
M15,0.053999999999999965,Sample,ex_plate2_run1,Compound_0572,example_library,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])o2)cc1,,,0.3979488450874646,Sample
M16,0.04999999999999997,Sample,ex_plate2_run1,Compound_0573,example_library,Cn1ncc2c(N3CCN(Cc4nc(-c5ccc(F)cc5)no4)CC3)ncnc21,,,0.08672204974411077,Sample
M17,0.044952380952380945,Sample,ex_plate2_run1,Compound_0574,example_library,Cc1nc(SC(C)C(N)=O)c2c3c(sc2n1)CCC3,,,-0.3060165253320246,Sample
M18,0.04028571428571427,Sample,ex_plate2_run1,Compound_0575,example_library,Fc1cccc(CSc2nc(-c3ccccc3)c[nH]2)c1,,,-0.6691144532326049,Sample
M19,0.046857142857142854,Sample,ex_plate2_run1,Compound_0576,example_library,O=c1oc(-c2ccco2)nc2sc3c(c12)CCC3,,,-0.15781328945423662,Sample
M20,0.013714285714285684,Sample,ex_plate2_run1,Compound_0577,example_library,Cc1n[nH]c(-c2cccs2)c1C(=O)NN=Cc1ccc([N+](=O)[O-])s1,,,-2.7365495937277435,Hit
M21,0.055619047619047624,Sample,ex_plate2_run1,Compound_0578,example_library,Cn1c(=O)c2cc3c(nc2n(C)c1=O)CC(C)(C)CC3=O,,,0.5239215955835872,Sample
M22,0.05161904761904762,Sample,ex_plate2_run1,Compound_0579,example_library,O=C(COc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCNC1=O,,,0.21269480024023282,Sample
M23,0.061523809523809495,Negative,ex_plate2_run1,,,,,,0.9833516268047263,Negative
N1,0.06604761904761904,Negative,ex_plate2_run1,,,,,,1.3353343120144734,Negative
N3,0.0734285714285714,Sample,ex_plate2_run1,Compound_0580,example_library,Cn1ncc(C(=O)Nc2ccc(OC(F)(F)F)cc2)c1-n1cccc1,,,1.909621851040899,Sample
N4,0.061047619047618976,Sample,ex_plate2_run1,Compound_0581,example_library,CC(C)C(NC(=O)c1cccs1)C(=O)Nc1ccc(OCC(=O)N(C)C)cc1,,,0.9463008178352761,Sample
N5,0.058333333333333265,Sample,ex_plate2_run1,Compound_0582,example_library,O=C(Nc1ccc(Cl)cc1)Nc1ccccc1-c1nnc(-c2ccc(Cl)cc2)o1,,,0.7351112067094289,Sample
N6,0.05204761904761904,Sample,ex_plate2_run1,Compound_0583,example_library,COc1ccc(C(C)=O)c(OC)c1,,PEONOL METHYL ETHER,0.24604052831273415,Sample
N7,0.0582857142857143,Sample,ex_plate2_run1,Compound_0584,example_library,COc1cc(C(C)=O)ccc1CN1CCOCC1,,,0.7314061258124908,Sample
N8,0.06342857142857142,Sample,ex_plate2_run1,Compound_0585,example_library,CN1CC(=O)NC1=N,Creatinine,,1.1315548626825154,Sample
N9,0.05980952380952381,Sample,ex_plate2_run1,Compound_0586,example_library,CCCCn1c(N)c(N(CC)C(=O)CCC(C)C)c(=O)[nH]c1=O,,,0.8499687145147199,Sample
N10,0.06233333333333328,Sample,ex_plate2_run1,Compound_0587,example_library,CCN1C(=O)C2(CCCCC2)NC1c1cc(OC)c2c(c1)OCCO2,,,1.0463380020527844,Sample
N11,0.05823809523809523,Sample,ex_plate2_run1,Compound_0588,example_library,CCCCn1c(=O)[nH]c(=O)c2c1nc(-c1csnn1)n2CCC(C)C,,,0.727701044915544,Sample
N12,0.05928571428571428,Sample,ex_plate2_run1,Compound_0589,example_library,CC1CCCCN1CC(O)COCCC12CC3CC(CC(C3)C1)C2,,,0.8092128246483278,Sample
N13,0.055714285714285716,Sample,ex_plate2_run1,Compound_0590,example_library,Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1,PIM-1 Inhibitor 2,,0.5313317573774764,Sample
N14,0.06285714285714283,Sample,ex_plate2_run1,Compound_0591,example_library,O=C(COC(=O)C12CC3CC(CC(O)(C3)C1)C2)NCc1ccco1,,,1.0870938919191782,Sample
N15,0.04871428571428568,Sample,ex_plate2_run1,Compound_0592,example_library,COc1cc(Br)c(S(=O)(=O)NC2CCN(C(=O)OC(C)(C)C)CC2)cc1OC,,,-0.013315134473395909,Sample
N16,0.037047619047618996,Sample,ex_plate2_run1,Compound_0593,example_library,Cc1c(C#N)sc(C#N)c1O,,,-0.9210599542248468,Sample
N17,0.07347619047619047,Sample,ex_plate2_run1,Compound_0594,example_library,CC(NC(=O)CC(O)(c1ccco1)C(F)(F)F)C12CC3CC(CC(C3)C1)C2,,,1.9133269319378459,Sample
N18,0.05028571428571431,Sample,ex_plate2_run1,Compound_0595,example_library,CCN(CC)CCOc1ccc(N)cc1,,,0.10895253512578318,Sample
N19,0.05328571428571424,Sample,ex_plate2_run1,Compound_0596,example_library,O=C(OCc1ccc([N+](=O)[O-])cc1)C1(c2ccccc2)CC1,,,0.3423726316332935,Sample
N20,0.05999999999999995,Sample,ex_plate2_run1,Compound_0597,example_library,Cc1nc(C)c(-c2cc[nH]n2)s1,,,0.8647890381024945,Sample
N21,0.05552380952380949,Sample,ex_plate2_run1,Compound_0598,example_library,Cc1cccc(OCCN2CCN(C(=O)C3CCCO3)CC2)c1,,,0.5165114337896948,Sample
N22,0.05314285714285712,Sample,ex_plate2_run1,Compound_0599,example_library,CSc1nc2c3ccccc3ncn2n1,,,0.3312573889424608,Sample
N23,0.06323809523809519,Negative,ex_plate2_run1,,,,,,1.1167345390947336,Negative
O1,0.06333333333333332,Negative,ex_plate2_run1,,,,,,1.124144700888626,Negative
O2,0.0020476190476189874,Positive,ex_plate2_run1,,,,,,-3.6442944134791957,Positive
O3,0.05109523809523805,Sample,ex_plate2_run1,Compound_0600,example_library,CC(C)(C)c1ccc(NC2=CC(=O)N(c3ccc(C(C)(C)C)cc3)C2=O)cc1,,,0.17193891037383746,Sample
O4,0.051047619047619036,Sample,ex_plate2_run1,Compound_0601,example_library,CCOC(=O)C(C#N)=C(SC)N(C)C,,,0.16823382947689558,Sample
O5,0.046714285714285674,Sample,ex_plate2_run1,Compound_0602,example_library,COC(=O)c1sc(-c2cccs2)cc1NS(=O)(=O)c1cn(C)cn1,,,-0.1689285321450736,Sample
